1,8,CENTRO
2,4,COIXTLAHUACA
3,1,CUICATLAN
4,7,CHOAPAM
5,8,EJUTLA
6,8,ETLA
7,4,HUAJUAPAN
8,5,IXTLAN DE JUAREZ
9,2,JAMILTEPEC
10,3,JUCHITAN
11,2,JUQUILA
12,4,JUXTLAHUACA
13,6,MIAHUATLAN
14,5,MIXE
15,4,NOCHIXTLAN
16,8,OCOTLAN
17,2,POCHUTLA
18,6,PUTLA
19,4,SILACAYOAPAM
20,6,SOLA DE VEGA
21,3,TEHUANTEPEC
22,1,TEOTITLAN
23,4,TEPOSCOLULA
24,8,TLACOLULA
25,4,TLAXIACO
26,7,TUXTEPEC
27,5,VILLA ALTA
28,6,YAUTEPEC
29,8,ZAACHILA
30,8,ZIMATLAN
