14,265,142
10,57,137
18,198,136
6,207,134
19,73,133
17,73,126
5,475,115
16,57,101
47,469,72
10,190,58
9,318,33
16,205,20
1,67,1
1,67,2
1,67,3
1,67,4
1,67,88
1,67,71
1,59,62
1,59,63
1,39,41
1,39,99
1,184,13
1,184,116
1,79,28
1,79,120
